07.07.2011,14:56:00,937.725,938.228,937.116,10.742,10.738
07.07.2011,14:57:00,906.583,905.798,902.266,10.742,10.738
07.07.2011,15:00:00,883.776,881.544,877.087,10.742,10.738
07.07.2011,16:00:00,562.917,556.475,542.805,10.742,10.739
07.07.2011,17:00:00,374.002,368.274,353.042,10.743,10.739
07.07.2011,18:00:00,249.861,245.001,232.426,10.743,10.739
07.07.2011,19:00:00,167.987,164.898,153.983,10.743,10.739
07.07.2011,20:00:00,119.127,113.718,106.326,10.743,10.739
07.07.2011,21:00:00,83.499,80.470,75.617,10.743,10.739
07.07.2011,22:00:00,62.728,59.813,57.665,10.743,10.739
07.07.2011,23:00:00,48.630,47.814,45.290,10.743,10.739
08.07.2011,00:00:00,39.798,39.258,38.511,10.743,10.739
08.07.2011,01:00:00,35.394,34.689,32.950,10.742,10.739
08.07.2011,02:00:00,30.700,30.359,29.449,10.742,10.739
08.07.2011,03:00:00,27.853,27.966,26.342,10.742,10.739
08.07.2011,04:00:00,26.313,26.267,25.422,10.742,10.739
08.07.2011,05:00:00,25.027,24.354,23.192,10.743,10.739
08.07.2011,06:00:00,22.905,24.291,23.046,10.743,10.739
08.07.2011,07:00:00,22.511,22.663,22.590,10.743,10.739
08.07.2011,08:00:00,22.348,21.774,21.137,10.743,10.739
08.07.2011,08:22:00,20.226,20.331,20.367,-2.489,-2.507
08.07.2011,08:23:00,19.838,20.235,20.351,10.773,10.750
08.07.2011,09:00:00,23.318,23.512,22.897,10.773,10.750
08.07.2011,09:10:00,75.374,117.905,237.239,10.824,10.751
08.07.2011,10:00:00,25.528,25.209,25.143,10.824,10.751
08.07.2011,11:00:00,23.800,22.839,22.150,10.824,10.751
08.07.2011,12:00:00,24.860,23.481,23.874,10.824,10.750
08.07.2011,13:00:00,24.349,23.088,23.042,10.824,10.750
08.07.2011,14:00:00,23.950,23.666,23.008,10.824,10.750
08.07.2011,15:00:00,23.604,23.229,22.672,10.824,10.750
08.07.2011,16:00:00,23.550,22.710,22.430,10.824,10.750
08.07.2011,17:00:00,24.070,23.472,23.149,10.824,10.750
08.07.2011,18:00:00,28.226,26.957,26.731,10.824,10.751
08.07.2011,19:00:00,24.001,24.267,24.053,10.824,10.750
08.07.2011,20:00:00,23.653,23.361,23.070,10.824,10.750
08.07.2011,21:00:00,23.389,23.024,22.806,10.824,10.750
08.07.2011,22:00:00,24.095,22.656,22.577,10.824,10.750
08.07.2011,23:00:00,22.957,22.990,21.932,10.824,10.750
09.07.2011,00:00:00,23.274,22.285,22.641,10.824,10.750
09.07.2011,01:00:00,23.303,22.127,22.308,10.824,10.750
09.07.2011,02:00:00,22.011,22.121,22.060,10.824,10.750
09.07.2011,03:00:00,22.953,22.207,22.304,10.824,10.750
09.07.2011,04:00:00,22.877,22.206,22.129,10.824,10.750
09.07.2011,05:00:00,23.448,22.102,21.792,10.824,10.750
09.07.2011,06:00:00,22.791,21.849,21.759,10.824,10.750
09.07.2011,07:00:00,21.976,22.156,21.456,10.824,10.750
09.07.2011,08:00:00,22.417,21.680,20.971,10.824,10.750
09.07.2011,09:00:00,22.242,22.281,22.114,10.824,10.750
09.07.2011,10:00:00,23.447,22.671,21.599,10.824,10.750
09.07.2011,11:00:00,22.960,22.626,22.827,10.824,10.750
09.07.2011,12:00:00,23.518,22.584,22.316,10.824,10.750
09.07.2011,13:00:00,23.271,22.283,22.964,10.824,10.750
09.07.2011,14:00:00,23.400,22.568,22.277,10.824,10.750
09.07.2011,15:00:00,23.154,22.555,22.152,10.824,10.750
09.07.2011,16:00:00,23.386,22.425,22.022,10.824,10.750
09.07.2011,17:00:00,22.796,22.879,22.591,10.824,10.750
09.07.2011,18:00:00,23.835,24.142,23.237,10.824,10.750
09.07.2011,19:00:00,23.672,23.243,23.525,10.824,10.750
09.07.2011,20:00:00,23.889,23.106,23.289,10.824,10.750
09.07.2011,21:00:00,23.348,23.264,22.297,10.824,10.750
09.07.2011,22:00:00,22.896,22.406,22.180,10.824,10.750
09.07.2011,23:00:00,23.559,22.461,22.367,10.824,10.750
10.07.2011,00:00:00,22.272,21.929,21.628,10.824,10.750
10.07.2011,01:00:00,22.456,21.920,22.951,10.824,10.750
10.07.2011,02:00:00,22.959,22.748,22.417,10.824,10.750
10.07.2011,03:00:00,22.253,21.921,21.673,10.824,10.750
10.07.2011,04:00:00,23.308,22.520,21.938,10.824,10.750
10.07.2011,05:00:00,22.526,22.491,21.726,10.824,10.750
10.07.2011,06:00:00,23.365,22.475,21.907,10.824,10.750
10.07.2011,07:00:00,22.369,22.229,21.872,10.824,10.750
10.07.2011,08:00:00,22.054,22.754,21.981,10.824,10.750
10.07.2011,09:00:00,22.901,22.554,22.119,10.824,10.750
10.07.2011,10:00:00,22.638,22.306,22.332,10.824,10.750
10.07.2011,11:00:00,23.306,22.894,22.286,10.824,10.750
10.07.2011,12:00:00,22.749,22.829,22.196,10.824,10.750
10.07.2011,13:00:00,23.014,21.702,21.779,10.824,10.750
10.07.2011,14:00:00,22.500,23.470,22.306,10.824,10.750
10.07.2011,15:00:00,22.976,23.283,22.573,10.824,10.750
10.07.2011,16:00:00,22.367,21.932,22.397,10.824,10.750
10.07.2011,17:00:00,22.216,21.948,22.298,10.824,10.750
10.07.2011,18:00:00,23.219,22.433,21.801,10.824,10.750
10.07.2011,19:00:00,23.259,23.702,22.754,10.824,10.750
10.07.2011,20:00:00,23.308,22.671,22.360,10.824,10.750
10.07.2011,21:00:00,22.999,23.206,22.225,10.824,10.750
10.07.2011,22:00:00,23.141,22.718,21.942,10.824,10.750
10.07.2011,23:00:00,23.517,22.428,22.037,10.824,10.750
11.07.2011,00:00:00,22.036,22.145,21.961,10.824,10.750
11.07.2011,01:00:00,22.859,22.313,21.852,10.824,10.750
11.07.2011,02:00:00,23.206,22.771,21.866,10.824,10.750
11.07.2011,03:00:00,22.331,21.188,21.835,10.824,10.750
11.07.2011,04:00:00,22.562,21.712,21.779,10.824,10.750
11.07.2011,05:00:00,23.160,22.233,21.756,10.824,10.750
11.07.2011,06:00:00,22.145,21.401,21.799,10.824,10.750
11.07.2011,07:00:00,22.622,22.048,21.178,10.824,10.750
11.07.2011,08:00:00,22.728,22.203,21.272,10.824,10.750
